taxa_name,pectoral_fin,pelvic_fin,pectoral_inferred,pelvic_inferred,pectoral_propagated,pelvic_propagated,paired_fin
Corythoichthys_ocellatus,?,0,?,0,0,1,2
Polypera_greeni,1,?,1,?,1,0,3
Anchoa_filifera,?,1,?,1,0,0,3
Heterobranchus_boulengeri,1,?,1,?,1,0,3
Prionotus_murielae,1,?,1,?,1,0,3
Lycodes_macrochir,1,?,1,?,1,0,3
Limia_pauciradiata,1,?,2,?,1,0,3
Parablennius_pilicornis,1,?,1,?,1,0,3
Lepthoplosternum_pectorale,1,?,2,?,0,0,3
Torquigener_squamicauda,1,1,1,2,1,1,3
Ichthyocampus_carce,?,0,?,0,0,1,2
Limia_rivasi,1,?,2,?,1,0,3
Lycodes_sadoensis,1,?,1,?,1,0,3
Monognathus_herringi,0,0,0,0,1,1,0
Psednos_griseus,1,?,1,?,1,0,3
Ctenolabrus_rupestris,1,?,1,?,1,0,3
Poecilia_chica,1,?,2,?,1,0,3
Loweina_terminata,?,1,?,2,0,1,3
Lestidium_prolixum,1,1,2,2,1,1,3
Seriola_rivoliana,1,?,1,?,1,0,3
Myoglanis_aspredinoides,1,?,2,?,1,0,3
Porichthys_margaritatus,1,1,2,2,1,1,3
Poropanchax_stigmatopygus,1,?,2,?,1,0,3
Gulaphallus_bikolanus,1,?,1,?,1,0,3
Akysis_manipurensis,1,?,2,?,1,0,3
Silurichthys_schneideri,1,?,1,?,1,0,3
Symphurus_atramentatus,0,0,0,0,1,1,0
Notarius_neogranatensis,1,?,2,?,1,0,3
Paracheilinus_mccoskeri,1,1,2,2,1,1,3
Moringua_abbreviata,0,0,0,0,1,1,0
Hara_hara,1,1,2,2,0,0,3
Aseraggodes_therese,?,1,?,1,0,1,3
Sargocentron_wilhelmi,?,1,?,2,0,1,3
Eumicrotremus_tartaricus,1,?,1,?,1,0,3
Bathypterois_oddi,?,1,?,2,0,1,3
Channallabes_ogooensis,1,?,1,?,1,0,3
Scolichthys_greenwayi,1,?,2,?,1,0,3
Pseudomyrophis_atlanticus,?,0,?,0,0,1,2
Pogonophryne_eakini,1,?,2,?,1,0,3
Trichopsetta_ventralis,1,1,1,1,1,1,3
Spatuloricaria_atratoensis,1,?,2,?,1,0,3
Pterygotrigla_hoplites,1,?,1,?,1,0,3
Pseudohemiodon_amazonum,1,?,2,?,1,0,3
Brachyhypopomus_janeiroensis,1,0,1,0,1,1,2
Gila_robusta,1,1,2,2,1,0,3
Cynoglossus_feldmanni,0,0,0,0,1,1,0
Mimagoniates_sylvicola,?,1,?,2,0,0,3
Brevoortia_aurea,1,1,1,1,1,0,3
Thoburnia_rhothoeca,?,1,?,2,0,0,3
Corydoras_maculifer,1,?,2,?,0,0,3
Sturisoma_monopelte,1,?,2,?,1,0,3
Microphis_manadensis,?,0,?,0,0,1,2
Polylepion_cruentum,1,?,1,?,1,0,3
Steindachneridion_parahybae,1,?,2,?,1,0,3
Batasio_sharavatiensis,1,?,2,?,1,0,3
Engraulis_encrasicolus,1,1,2,2,0,0,3
Uropterygius_inornatus,0,0,0,0,1,1,0
Luxilus_zonistius,1,1,2,2,0,0,3
Careproctus_acaecus,1,?,1,?,1,0,3
Chiloglanis_niger,1,?,2,?,1,0,3
Chaunacops_roseus,1,?,2,?,1,0,3
Macrocephenchelys_brevirostris,1,0,1,0,0,0,2
Bathycongrus_bullisi,?,0,?,0,0,1,2
Tarletonbeania_taylori,?,1,?,2,0,1,3
Trachinotus_ovatus,1,?,1,?,1,0,3
Lycenchelys_squamosa,1,?,1,?,1,0,3
Citharoides_macrolepis,?,1,?,2,0,0,3
Iniistius_cyanifrons,1,?,1,?,1,0,3
Sciadonus_jonassoni,1,?,1,?,1,0,3
Parasudis_truculenta,1,1,2,2,0,0,3
Hemibagrus_centralus,1,?,2,?,1,0,3
Tomocichla_sieboldii,?,1,?,2,0,0,3
Ichthyborus_ornatus,1,1,2,1,0,0,3
Japonoconger_sivicolus,?,0,?,0,0,1,2
Cheirocerus_eques,1,?,2,?,1,0,3
Trachelyopterus_leopardinus,1,?,2,?,1,0,3
Pseudorhombus_megalops,1,?,2,?,1,0,3
Photostomias_lucingens,?,1,?,1,0,1,3
Pseudobagrus_taiwanensis,1,?,2,?,1,0,3
Thryssa_mystax,?,1,?,2,0,0,3
Cirrhimuraena_chinensis,?,0,?,0,0,1,2
Synodontis_petricola,1,?,2,?,1,0,3
Heteroconger_longissimus,0,0,0,0,1,1,0
Halichoeres_salmofasciatus,1,?,1,?,1,0,3
Stlengis_misakia,1,?,1,?,1,0,3
Austrolebias_minuano,1,?,1,?,1,0,3
Eustomias_minimus,?,1,?,1,0,1,3
Hemibagrus_pluriradiatus,1,?,2,?,1,0,3
Careproctus_longifilis,1,?,1,?,1,0,3
Pseudancistrus_guentheri,1,?,2,?,1,0,3
Diaphus_roei,?,1,?,2,0,1,3
Limia_tridens,1,?,2,?,1,0,3
Bascanichthys_filaria,?,0,?,0,0,1,2
Aseraggodes_klunzingeri,?,1,?,1,0,1,3
Olyra_kempi,1,1,2,2,0,0,3
Channa_nox,1,0,1,0,1,0,2
Thalassoma_grammaticum,1,?,1,?,1,0,3
Austrolebias_apaii,1,?,1,?,1,0,3
Pimelodella_meeki,1,?,2,?,1,0,3
Pterocryptis_crenula,1,?,1,?,1,0,3
Zebrias_craticula,?,1,?,1,0,1,3
Corydoras_sodalis,1,?,2,?,1,0,3
Euchiloglanis_davidi,1,1,2,2,0,0,3
Channa_cyanospilos,1,?,1,?,1,0,3
Pterygoplichthys_xinguensis,1,?,2,?,1,0,3
Merluccius_bilinearis,?,1,?,2,0,0,3
Arnoglossus_grohmanni,1,1,1,1,1,1,3
Halosaurus_pectoralis,?,1,?,1,0,1,3
Halichoeres_zeylonicus,1,?,1,?,1,0,3
Dorosoma_smithi,1,1,1,2,1,0,3
Dolichamphilius_longiceps,1,?,2,?,1,0,3
Prietella_lundbergi,1,?,2,?,1,0,3
Pseudecheneis_sulcata,1,1,2,2,0,0,3
Prototroctes_maraena,1,?,2,?,1,0,3
Bathypterois_quadrifilis,?,1,?,2,0,1,3
Hoplunnis_megista,1,0,1,0,1,1,2
Pterocryptis_indicus,1,?,1,?,1,0,3
Hemiodontichthys_acipenserinus,1,?,2,?,1,0,3
Sternarchogiton_labiatus,1,0,1,0,1,1,2
Glyptothorax_trilineatus,1,1,2,2,0,0,3
Rita_chrysea,1,1,2,2,0,0,3
Clariallabes_mutsindoziensis,1,?,1,?,1,0,3
Bagrichthys_macracanthus,1,1,2,2,0,0,3
Astronesthes_lampara,?,1,?,1,0,1,3
Aluterus_heudelotii,1,0,1,0,1,1,2
Oneirodes_melanocauda,1,0,1,0,1,1,2
Clarias_magur,1,?,1,?,1,0,3
Azygopterus_corallinus,1,?,1,?,1,0,3
Myersglanis_jayarami,1,?,2,?,1,0,3
Catostomus_microps,?,1,?,2,0,0,3
Icelinus_oculatus,1,?,1,?,1,0,3
Rineloricaria_misionera,1,?,2,?,1,0,3
Diceratias_trilobus,1,0,1,0,1,1,2
Thamnaconus_analis,1,0,1,0,1,1,2
Liachirus_melanospilos,?,1,?,1,0,1,3
Ompok_pabo,1,?,1,?,1,0,3
Indonotothenia_cyanobrancha,1,?,2,?,1,0,3
Gymnothorax_prolatus,0,0,0,0,1,1,0
Ipnops_meadi,1,1,2,2,0,0,3
Psednos_islandicus,1,?,1,?,1,0,3
Trichomycterus_immaculatus,1,?,1,?,1,0,3
Enchelycore_tamarae,0,0,0,0,1,1,0
Eustomias_borealis,?,1,?,1,0,1,3
Bodianus_anthioides,1,?,1,?,1,0,3
Neoplecostomus_paranensis,1,1,2,2,0,0,3
Oneirodes_bradburyae,1,0,1,0,1,1,2
Clarias_dhonti,1,?,1,?,1,0,3
Anarchias_galapagensis,0,0,0,0,1,1,0
Hemiancistrus_chlorostictus,1,?,2,?,1,0,3
Plicofollis_polystaphylodon,1,1,2,2,0,0,3
Xenotoca_variata,1,?,1,?,1,0,3
Beryx_decadactylus,?,1,?,2,0,1,3
Harttia_surinamensis,1,?,2,?,1,0,3
Pseudobagarius_nitidus,1,?,2,?,1,0,3
Hypostomus_unae,1,?,2,?,1,0,3
Dactyloptena_tiltoni,?,1,?,2,0,1,3
Leptostomias_macropogon,?,1,?,1,0,1,3
Aesopia_cornuta,?,1,?,1,0,1,3
Pimelodus_argenteus,1,?,2,?,1,0,3
Paracheilinus_lineopunctatus,1,1,2,2,1,1,3
Xiphophorus_meyeri,1,?,2,?,1,0,3
Halieutopsis_tumifrons,1,?,2,?,1,0,3
Syngnathus_scovelli,?,0,?,0,0,1,2
Lissocampus_fatiloquus,?,0,?,0,0,1,2
Hippocampus_curvicuspis,?,0,?,0,0,1,2
Campichthys_galei,?,0,?,0,0,1,2
Pareuchiloglanis_rhabdurus,1,?,2,?,1,0,3
Phenacorhamdia_macarenensis,1,?,2,?,1,0,3
Hypostomus_wuchereri,1,?,2,?,1,0,3
Crystallodytes_cookei,1,?,1,?,1,0,3
Parancistrus_nudiventris,1,?,2,?,1,0,3
Ostichthys_archiepiscopus,?,1,?,2,0,1,3
Catathyridium_jenynsii,?,1,?,1,0,1,3
Selene_vomer,1,?,1,?,1,0,3
Thamnaconus_striatus,1,0,1,0,1,1,2
Cyprinus_centralus,?,1,?,2,0,1,3
Ditropichthys_storeri,1,0,2,0,1,1,2
Pseudochromis_kristinae,1,1,1,1,1,1,3
Arnoglossus_kotthausi,1,1,1,1,1,1,3
Astroblepus_brachycephalus,1,?,2,?,1,0,3
Culaea_inconstans,1,1,2,2,0,0,3
Liparis_gibbus,1,?,2,?,0,0,3
Salaria_basilisca,1,?,1,?,1,0,3
Petroscirtes_variabilis,1,?,1,?,1,0,3
Hisonotus_depressinotus,1,?,2,?,1,0,3
Cynoglossus_maccullochi,0,0,0,0,1,1,0
Auchenipterus_demerarae,1,1,2,2,1,0,3
Moenkhausia_lepidura,1,?,2,?,0,0,3
Poeciliopsis_fasciata,1,?,2,?,1,0,3
Myripristis_jacobus,?,1,?,2,0,1,3
Algansea_lacustris,1,1,2,2,0,0,3
Alectrias_mutsuensis,1,?,1,?,1,0,3
Micrognathus_brevirostris,?,0,?,0,0,1,2
Panaqolus_dentex,1,?,2,?,1,0,3
Oloplotosus_luteus,1,?,2,?,1,0,3
Ompok_hypophthalmus,1,?,1,?,1,0,3
Ahlia_egmontis,?,0,?,0,0,1,2
Cyprinodon_macularius,1,?,1,?,1,0,3
Symphurus_regani,0,0,0,0,1,1,0
Rineloricaria_osvaldoi,1,?,2,?,1,0,3
Bodianus_vulpinus,1,?,1,?,1,0,3
Sternarchogiton_porcinum,1,0,1,0,1,1,2
Cinetodus_carinatus,1,1,2,2,0,0,3
Brachyrhaphis_parismina,1,?,2,?,1,0,3
Antennarius_commerson,1,1,1,1,1,1,3
Cynoglossus_macrolepidotus,0,0,0,0,1,1,0
Sardinops_ocellatus,1,?,1,?,1,0,3
Lissocampus_runa,?,0,?,0,0,1,2
Nothobranchius_ugandensis,1,?,2,?,1,0,3
Parapercis_kamoharai,1,?,2,?,1,0,3
Nannobrachium_phyllisae,?,1,?,2,0,1,3
Pseudolaguvia_muricata,1,?,2,?,1,0,3
Ichthyscopus_insperatus,1,?,2,?,1,0,3
Istiblennius_meleagris,1,?,1,?,1,0,3
Ophichthus_kunaloa,?,0,?,0,0,1,2
Syngnathus_typhle,?,0,?,0,0,1,2
Abalistes_filamentosus,1,1,1,2,1,1,3
Ancistrus_latifrons,1,?,2,?,1,0,3
Synodontis_punctifer,1,?,2,?,1,0,3
Leptenchelys_vermiformis,?,0,?,0,0,1,2
Nothobranchius_orthonotus,1,?,2,?,1,0,3
Rineloricaria_setepovos,1,?,2,?,1,0,3
Peprilus_triacanthus,1,0,1,0,1,1,2
Crossoloricaria_venezuelae,1,1,2,2,0,0,3
Eustomias_teuthidopsis,?,1,?,1,0,1,3
Lagocephalus_spadiceus,1,1,1,2,1,1,3
Parapercis_albipinna,1,?,2,?,1,0,3
Hypsolebias_trilineatus,1,?,1,?,1,0,3
Aphyosemion_wildekampi,1,?,2,?,1,0,3
Clarias_intermedius,1,?,1,?,1,0,3
Neosilurus_ater,1,1,2,2,1,0,3
Venefica_multiporosa,0,0,0,0,1,1,0
Corydoras_steindachneri,1,?,2,?,1,0,3
Mystus_bleekeri,1,?,2,?,1,0,3
Hydrocynus_brevis,1,1,2,2,0,0,3
Schultzichthys_bondi,1,?,1,?,1,0,3
Corydoras_acutus,1,?,2,?,0,0,3
Trachurus_murphyi,1,?,1,?,1,0,3
Leuropharus_lasiops,?,0,?,0,0,1,2
Liparis_grebnitzkii,1,?,1,?,1,0,3
Rineloricaria_maacki,1,?,2,?,1,0,3
Paraliparis_cephalus,1,0,1,0,1,1,2
Sternarchorhynchus_inpai,1,0,1,0,1,1,2
Rhamdia_nicaraguensis,1,?,2,?,1,0,3
Hemibagrus_imbrifer,1,?,2,?,1,0,3
Pimelodella_hartwelli,1,?,2,?,1,0,3
Cosmocampus_banneri,?,0,?,0,0,1,2
Pimelodella_howesi,1,?,2,?,1,0,3
Cyprinodon_labiosus,1,?,1,?,1,0,3
Halosaurus_ovenii,?,1,?,1,0,1,3
Scleromystax_salmacis,1,?,2,?,1,0,3
Chasmodes_bosquianus,1,?,1,?,1,0,3
Batasio_travancoria,1,?,2,?,1,0,3
Ophichthus_bonaparti,?,0,?,0,0,1,2
Lycodes_microlepidotus,1,?,1,?,1,0,3
Gymnothorax_obesus,0,0,0,0,1,1,0
Liparis_bathyarcticus,1,?,1,?,1,0,3
Parauchenoglanis_longiceps,1,1,2,2,0,0,3
Halieutopsis_simula,1,?,2,?,1,0,3
Gambusia_georgei,1,?,2,?,1,0,3
Hassar_affinis,1,1,2,2,0,0,3
Corydoras_albolineatus,1,?,2,?,1,0,3
Echiophis_intertinctus,?,0,?,0,0,1,2
Hypostomus_robinii,1,1,2,2,0,0,3
Cyprinodon_tularosa,1,?,1,?,1,0,3
Optivus_agastos,?,1,?,2,0,1,3
Atopochilus_pachychilus,1,?,2,?,1,0,3
Sargocentron_praslin,?,1,?,2,0,1,3
Nothobranchius_jubbi,1,?,2,?,1,0,3
Albula_vulpes,?,1,?,1,0,0,3
Pseudolais_pleurotaenia,1,?,2,?,1,0,3
Clarias_agboyiensis,1,?,1,?,1,0,3
Holtbyrnia_macrops,1,?,1,?,1,0,3
Himantolophus_macroceratoides,1,0,1,0,1,1,2
Cottus_immaculatus,1,?,1,?,1,0,3
Melanostomias_tentaculatus,?,1,?,1,0,1,3
Pseudoplatystoma_punctifer,1,?,2,?,1,0,3
Astyanax_erythropterus,1,?,2,?,1,0,3
Pimelodella_pectinifer,1,?,2,?,1,0,3
Lamnostoma_taylori,?,0,?,0,0,1,2
Catathyridium_grandirivi,?,1,?,1,0,1,3
Paranotothenia_dewitti,1,?,2,?,1,0,3
Apeltes_quadracus,1,1,2,2,0,0,3
Corydoras_filamentosus,1,?,2,?,1,0,3
Chiloglanis_rukwaensis,1,?,2,?,1,0,3
Engyprosopon_obliquioculatum,1,1,1,1,1,1,3
Sternarchorhynchus_mesensis,1,0,1,0,1,1,2
Uranoscopus_marisrubri,1,?,2,?,1,0,3
Cirripectes_filamentosus,1,?,1,?,1,0,3
Paramonacanthus_filicauda,1,0,1,0,1,1,2
Astroblepus_chapmani,1,?,2,?,1,0,3
Anadoras_regani,1,?,2,?,1,0,3
Syngnathus_auliscus,?,0,?,0,0,1,2
Aplocheilichthys_johnstoni,1,?,2,?,1,0,3
Paraliparis_somovi,1,0,1,0,1,1,2
Paragalaxias_eleotroides,1,1,1,2,1,1,3
Pseudoplesiops_occidentalis,1,1,1,1,1,1,3
Neoniphon_sammara,?,1,?,2,0,1,3
Panaqolus_nocturnus,1,?,2,?,1,0,3
Eustomias_vulgaris,?,1,?,1,0,1,3
Vanstraelenia_chirophthalma,?,1,?,1,0,1,3
Pseudobagarius_filifer,1,?,2,?,1,0,3
Pachycara_alepidotum,1,?,1,?,1,0,3
Pseudorhombus_oligodon,1,?,2,?,1,0,3
Cirripectes_alleni,1,?,1,?,1,0,3
Brycinus_derhami,1,1,2,2,0,0,3
Neoarius_leptaspis,1,1,2,2,0,0,3
Pterocryptis_bokorensis,1,?,1,?,1,0,3
Leptoscopus_macropygus,1,?,2,?,1,0,3
Diaphus_problematicus,?,1,?,2,0,1,3
Parablennius_sanguinolentus,1,?,1,?,1,0,3
Oligosarcus_argenteus,1,?,2,?,0,0,3
Notropis_blennius,1,1,2,2,0,0,3
Hypostomus_hemicochliodon,1,1,2,2,0,0,3
Gnathophis_nasutus,?,0,?,0,0,1,2
Hara_longissima,1,?,2,?,1,0,3
Anampses_neoguinaicus,1,?,1,?,1,0,3
Gymnothorax_davidsmithi,0,0,0,0,1,1,0
Aiakas_zinorum,1,?,1,?,1,0,3
Pimelodus_blochii,1,1,2,2,0,0,3
Pseudochromis_pictus,1,1,1,1,1,1,3
Spirinchus_starksi,1,?,2,?,1,0,3
Batasio_feruminatus,1,?,2,?,1,0,3
Oneirodes_micronema,1,0,1,0,1,1,2
Paraliparis_edwardsi,1,0,1,0,1,1,2
Lupinoblennius_vinctus,1,?,1,?,1,0,3
Astroblepus_peruanus,1,?,2,?,1,0,3
Sladenia_shaefersi,1,?,2,?,1,0,3
Pangasius_conchophilus,1,?,2,?,1,0,3
Synodontis_njassae,1,1,2,2,0,0,3
Creedia_haswelli,1,?,1,?,1,0,3
Cichlasoma_trimaculatum,?,1,?,2,0,0,3
Olivaichthys_cuyanus,1,?,2,?,1,0,3
Chirolophis_decoratus,1,?,1,?,1,0,3
Bathophilus_proximus,?,1,?,1,0,1,3
Lubbockichthys_tanakai,1,1,1,1,1,1,3
Neostethus_zamboangae,1,?,1,?,1,0,3
Pseudochromis_aureolineatus,1,1,1,1,1,1,3
Notothenia_angustata,1,?,2,?,1,0,3
Austrolebias_viarius,1,?,1,?,1,0,3
Halichoeres_nebulosus,1,?,1,?,1,0,3
Chiasmodon_braueri,1,?,2,?,1,0,3
Soldatovia_polyactocephala,1,?,1,?,1,0,3
Leptoancistrus_canensis,1,1,2,2,0,0,3
Astroblepus_vanceae,1,?,2,?,1,0,3
Sardina_pilchardus,1,1,1,1,1,0,3
Bryozoichthys_lysimus,1,?,1,?,1,0,3
Ctenochaetus_marginatus,1,1,1,1,1,1,3
Eubalichthys_caeruleoguttatus,1,0,1,0,1,1,2
Tachysurus_sinensis,1,?,2,?,1,0,3
Omobranchus_fasciolatus,1,?,1,?,1,0,3
Lacustricola_kongoranensis,1,?,2,?,1,0,3
Diaphus_burtoni,?,1,?,2,0,1,3
Suezichthys_soelae,1,?,1,?,1,0,3
Diaphus_megalops,?,1,?,2,0,1,3
Pseudochromis_lugubris,1,1,1,1,1,1,3
Entomacrodus_textilis,1,?,1,?,1,0,3
Cottus_spinulosus,1,?,1,?,1,0,3
Hemiancistrus_megalopteryx,1,?,2,?,1,0,3
Clarias_meladerma,1,1,1,2,1,0,3
Istiblennius_bellus,1,?,1,?,1,0,3
Decapterus_russelli,1,?,1,?,1,0,3
Lycenchelys_scaurus,1,?,1,?,1,0,3
Pseudostegophilus_haemomyzon,1,?,1,?,1,0,3
Chrosomus_cumberlandensis,1,1,2,2,0,0,3
Cynolebias_gilbertoi,1,?,1,?,1,0,3
Dysomma_goslinei,?,0,?,0,0,1,2
Platysilurus_mucosus,1,1,2,2,1,0,3
Spatuloricaria_curvispina,1,?,2,?,1,0,3
Labracinus_cyclophthalmus,1,1,1,1,1,1,3
Pythonichthys_sanguineus,0,0,0,0,1,1,0
Filicampus_tigris,?,0,?,0,0,1,2
Xiurenbagrus_xiurenensis,1,?,2,?,0,0,3
Lepidotrigla_macrobrachia,1,?,1,?,1,0,3
Icelus_cataphractus,1,?,1,?,1,0,3
Odontostilbe_fugitiva,?,1,?,2,0,0,3
Sorubim_lima,1,1,2,2,0,0,3
Rhamdia_schomburgkii,1,?,2,?,1,0,3
Lepidonotothen_squamifrons,1,?,2,?,0,0,3
Xenentodon_cancila,1,?,1,?,1,0,3
Microthrissa_whiteheadi,1,?,1,?,1,0,3
Gymnotus_varzea,1,0,1,0,1,1,2
Parahollardia_lineata,1,1,2,1,0,0,3
Acromycter_nezumi,?,0,?,0,0,1,2
Steindachneridion_punctatum,1,?,2,?,1,0,3
Chiloglanis_reticulatus,1,?,2,?,1,0,3
Steindachneridion_melanodermatum,1,?,2,?,1,0,3
Hippocampus_zosterae,?,0,?,0,0,1,2
Arnoglossus_armstrongi,1,1,1,1,1,1,3
Pataecus_fronto,1,0,1,0,1,1,2
Myrophis_microchir,?,0,?,0,0,1,2
Parapercis_compressa,1,?,2,?,1,0,3
Simpsonichthys_macaubensis,1,?,1,?,1,0,3
Sphoeroides_annulatus,1,1,1,2,1,1,3
Engyprosopon_rostratum,1,1,1,1,1,1,3
Stlengis_osensis,1,?,1,?,1,0,3
Trachurus_indicus,1,?,1,?,1,0,3
Ophisternon_infernale,0,0,0,0,0,0,0
Nototheniops_tchizh,1,?,2,?,1,0,3
Triacanthodes_anomalus,1,1,1,1,1,0,3
Pimelodella_australis,1,1,2,2,0,0,3
Bathyuroconger_vicinus,?,0,?,0,0,1,2
Blennodesmus_scapularis,1,?,1,?,1,0,3
Pseudeutropius_mitchelli,1,1,2,2,0,0,3
Nannobrachium_isaacsi,?,1,?,2,0,1,3
Amanses_scopas,1,0,1,0,1,1,2
Psettodes_belcheri,1,1,2,2,1,1,3
Silurus_aristotelis,1,?,2,?,0,0,3
Neostethus_lankesteri,1,?,1,?,1,0,3
Petalichthys_capensis,1,?,1,?,1,0,3
Cyprinus_micristius,?,1,?,2,0,1,3
Gymnothorax_berndti,0,0,0,0,1,1,0
Etrumeus_micropus,1,?,1,?,1,0,3
Pimelodella_roccae,1,?,2,?,1,0,3
Oreoglanis_jingdongensis,1,?,2,?,1,0,3
Papiliolebias_bitteri,1,?,1,?,1,0,3
Conger_verreauxi,?,0,?,0,0,1,2
Elassoma_gilberti,?,1,?,2,0,1,3
Trachelyopterus_peloichthys,1,?,2,?,1,0,3
Oneirodes_clarkei,1,0,1,0,1,1,2
Uranoscopus_cadenati,1,?,2,?,1,0,3
Hemiancistrus_megacephalus,1,1,2,2,0,0,3
Meiacanthus_urostigma,1,?,1,?,1,0,3
Euristhmus_sandrae,1,?,2,?,1,0,3
Artedidraco_orianae,1,?,2,?,0,0,3
Dibranchus_spongiosa,1,?,2,?,1,0,3
Pythonichthys_macrurus,0,0,0,0,1,1,0
Cynopoecilus_fulgens,1,?,1,?,1,0,3
Priapichthys_panamensis,1,?,2,?,1,0,3
Parmops_echinatus,?,1,?,2,0,1,3
Chitonotus_pugetensis,1,?,1,?,1,0,3
Glyptothorax_exodon,1,?,2,?,1,0,3
Halieutaea_brevicauda,1,?,2,?,1,0,3
Choerodon_cyanodus,1,?,1,?,1,0,3
Bathypterois_longipes,1,1,2,2,0,0,3
Pantolabus_radiatus,1,?,1,?,1,0,3
Cottus_sibiricus,1,?,1,?,1,0,3
Cephalocassis_manillensis,1,?,2,?,1,0,3
Pseudobalistes_flavimarginatus,1,1,1,2,1,1,3
Pangasianodon_hypophthalmus,1,1,2,2,0,0,3
Mystus_montanus,1,1,2,2,0,0,3
Ecsenius_monoculus,1,?,1,?,1,0,3
Parauchenoglanis_punctatus,1,1,2,2,0,0,3
Parapercis_banoni,1,?,2,?,1,0,3
Paraliparis_charcoti,1,0,1,0,1,1,2
Eustomias_deofamiliaris,?,1,?,1,0,1,3
Eustomias_melanostigma,?,1,?,1,0,1,3
Catostomus_santaanae,?,1,?,2,0,0,3
Austrofundulus_guajira,1,?,1,?,1,0,3
Parapercis_schauinslandii,1,?,2,?,1,0,3
Dalophis_imberbis,?,0,?,0,0,1,2
Parapercis_gilliesii,1,?,2,?,1,0,3
Photonectes_achirus,?,1,?,1,0,1,3
Stethojulis_strigiventer,1,?,1,?,1,0,3
Lithogenes_villosus,1,1,2,2,0,0,3
Elops_hawaiensis,1,1,2,1,0,0,3
Lepidotrigla_alata,1,?,1,?,1,0,3
Harpadon_erythraeus,?,1,?,2,0,1,3
Antennarius_maculatus,1,1,1,1,1,1,3
Careproctus_rotundifrons,1,?,1,?,1,0,3
Corydoras_adolfoi,1,?,2,?,1,0,3
Halimuraena_shakai,1,?,1,?,1,0,3
Corydoras_amphibelus,1,?,2,?,1,0,3
Trichomycterus_aguarague,1,?,1,?,1,0,3
Bothrocara_soldatovi,1,?,1,?,1,0,3
Chaunax_latipunctatus,1,?,2,?,1,0,3
Phractura_fasciata,1,?,2,?,1,0,3
Genidens_planifrons,1,1,2,2,0,0,3
Halicmetus_ruber,1,?,2,?,1,0,3
Scopelarchus_stephensi,1,1,2,2,1,1,3
Simpsonichthys_filamentosus,1,?,1,?,1,0,3
Peckoltia_vermiculata,1,?,2,?,1,0,3
Paranotothenia_magellanica,1,?,2,?,1,0,3
Bellator_egretta,1,?,1,?,1,0,3
Austrofundulus_transilis,1,?,1,?,1,0,3
Liparis_antarcticus,1,?,1,?,1,0,3
Stichaeus_fuscus,1,?,1,?,1,0,3
Fundulus_luciae,1,?,2,?,1,0,3
Clarias_buthupogon,1,?,1,?,1,0,3
Polymixia_salagomeziensis,?,1,?,2,0,1,3
Ecsenius_prooculis,1,?,1,?,1,0,3
Zenion_hololepis,1,1,2,2,0,0,3
Cyclopteropsis_popovi,1,?,1,?,1,0,3
Rivulus_cylindraceus,1,?,1,?,1,0,3
Brachyhypopomus_occidentalis,1,0,1,0,1,1,2
Otocinclus_huaorani,1,?,2,?,1,0,3
Lactophrys_trigonus,1,1,1,2,1,1,3
Cyprinella_nivea,1,1,2,2,0,0,3
Notoscopelus_japonicus,?,1,?,2,0,1,3
Torquigener_paxtoni,1,1,1,2,1,1,3
Careproctus_magellanicus,1,?,1,?,1,0,3
Megalancistrus_parananus,1,1,2,2,0,0,3
Pachycara_gymninium,1,?,1,?,1,0,3
Hippocampus_pusillus,?,0,?,0,0,1,2
Harpagifer_andriashevi,1,?,2,?,1,0,3
Clarias_nieuhofii,1,1,1,2,1,0,3
Synodontis_caudalis,1,?,2,?,1,0,3
Hypsophrys_nicaraguensis,?,1,?,2,0,0,3
Parastegophilus_maculatus,1,?,1,?,1,0,3
Petrocephalus_cunganus,?,1,?,1,0,1,3
Clarias_maclareni,1,?,1,?,1,0,3
Chaetostoma_brevilabiatum,1,?,2,?,1,0,3
Rita_gogra,1,1,2,2,0,0,3
Brachyplatystoma_rousseauxii,1,1,2,2,1,0,3
Phthanophaneron_harveyi,?,1,?,2,0,1,3
Hypostomus_bolivianus,1,1,2,2,0,0,3
Pseudochromis_caudalis,1,1,1,1,1,1,3
Symphurus_varius,0,0,0,0,1,1,0
Edentoliparis_terraenovae,1,?,1,?,1,0,3
Diaphus_antonbruuni,?,1,?,2,0,1,3
Photoblepharon_palpebratum,?,1,?,2,0,1,3
Pterygoplichthys_pardalis,1,1,2,2,0,0,3
Pseudoblennius_zonostigma,1,?,1,?,1,0,3
Paraliparis_violaceus,1,0,1,0,1,1,2
Gigantura_indica,1,0,1,0,0,0,2
Laeops_kitaharae,1,1,1,1,1,1,3
Trichomycterus_bogotensis,1,?,1,?,1,0,3
Dibranchus_discors,1,?,2,?,1,0,3
Mentodus_perforatus,1,?,1,?,1,0,3
Paraconger_similis,1,0,1,0,1,1,2
Monognathus_smithi,0,0,0,0,1,1,0
Astroblepus_regani,1,?,2,?,1,0,3
Hisonotus_megaloplax,1,?,2,?,1,0,3
Synodus_intermedius,?,1,?,2,0,1,3
Rhabdalestes_rhodesiensis,1,1,2,2,0,0,3
Petrocephalus_pallidomaculatus,?,1,?,1,0,1,3
Pimelodus_atrobrunneus,1,?,2,?,1,0,3
Chrionema_furunoi,1,?,2,?,1,0,3
